# accuracy, cost, lr
7.229999999999999760e-01, 3.187957248561570811e+00, 1.708737864077669935e-02
7.209999999999999742e-01, 3.181750826784450759e+00, 1.700483091787440004e-02
7.219999999999999751e-01, 3.188131282716198722e+00, 1.692307692307692263e-02
7.219999999999999751e-01, 3.181945118248946436e+00, 1.684210526315789436e-02
7.229999999999999760e-01, 3.188325152469154489e+00, 1.676190476190476258e-02
7.219999999999999751e-01, 3.182166872211122044e+00, 1.668246445497630417e-02
7.219999999999999751e-01, 3.188496503045810115e+00, 1.660377358490566432e-02
7.219999999999999751e-01, 3.182361690948459554e+00, 1.652582159624413349e-02
7.229999999999999760e-01, 3.188687204678165354e+00, 1.644859813084112096e-02
7.219999999999999751e-01, 3.182580128501355077e+00, 1.637209302325581470e-02
7.209999999999999742e-01, 3.188858761976803624e+00, 1.629629629629629831e-02
7.229999999999999760e-01, 3.182770988048300609e+00, 1.622119815668203111e-02
7.229999999999999760e-01, 3.189047146350859840e+00, 1.614678899082568758e-02
7.219999999999999751e-01, 3.182983988230718264e+00, 1.607305936073059535e-02
7.209999999999999742e-01, 3.189219573843180555e+00, 1.600000000000000033e-02
7.229999999999999760e-01, 3.183171745731703250e+00, 1.592760180995475214e-02
7.219999999999999751e-01, 3.189405192668340661e+00, 1.585585585585585697e-02
7.229999999999999760e-01, 3.183381306779537567e+00, 1.578475336322869918e-02
7.219999999999999751e-01, 3.189577528784504068e+00, 1.571428571428571536e-02
7.229999999999999760e-01, 3.183569378080807422e+00, 1.564444444444444693e-02
7.209999999999999742e-01, 3.189759475054481097e+00, 1.557522123893805358e-02
7.229999999999999760e-01, 3.183778245702799659e+00, 1.550660792951541987e-02
7.209999999999999742e-01, 3.189930431052466098e+00, 1.543859649122807098e-02
7.219999999999999751e-01, 3.183969594868990338e+00, 1.537117903930131091e-02
7.219999999999999751e-01, 3.190107956577066695e+00, 1.530434782608695865e-02
7.209999999999999742e-01, 3.184179421629659501e+00, 1.523809523809523808e-02
7.209999999999999742e-01, 3.190276523413479115e+00, 1.517241379310344841e-02
7.219999999999999751e-01, 3.184375499517583030e+00, 1.510729613733905602e-02
7.209999999999999742e-01, 3.190449178741475489e+00, 1.504273504273504272e-02
7.219999999999999751e-01, 3.184586623862742716e+00, 1.497872340425532127e-02
7.209999999999999742e-01, 3.190614681314463130e+00, 1.491525423728813637e-02
7.229999999999999760e-01, 3.184787449297885153e+00, 1.485232067510548412e-02
7.209999999999999742e-01, 3.190782272175878287e+00, 1.478991596638655481e-02
7.229999999999999760e-01, 3.184999301097177771e+00, 1.472803347280334657e-02
7.209999999999999742e-01, 3.190944275550053000e+00, 1.466666666666666813e-02
7.229999999999999760e-01, 3.185203822168123811e+00, 1.460580912863070589e-02
7.209999999999999742e-01, 3.191106814638063671e+00, 1.454545454545454544e-02
7.219999999999999751e-01, 3.185415377130499159e+00, 1.448559670781893183e-02
7.219999999999999751e-01, 3.191265050540163628e+00, 1.442622950819672130e-02
7.209999999999999742e-01, 3.185621885506089601e+00, 1.436734693877551178e-02
7.219999999999999751e-01, 3.191422711443929749e+00, 1.430894308943089430e-02
7.209999999999999742e-01, 3.185832017040753250e+00, 1.425101214574898793e-02
7.229999999999999760e-01, 3.191577034601624341e+00, 1.419354838709677505e-02
7.209999999999999742e-01, 3.186038618421068946e+00, 1.413654618473895661e-02
7.229999999999999760e-01, 3.191730077251974329e+00, 1.408000000000000224e-02
7.219999999999999751e-01, 3.186246335194466539e+00, 1.402390438247012004e-02
7.229999999999999760e-01, 3.191880429999200519e+00, 1.396825396825396824e-02
7.209999999999999742e-01, 3.186451371063598437e+00, 1.391304347826087008e-02
7.229999999999999760e-01, 3.192029115698275632e+00, 1.385826771653543392e-02
7.209999999999999742e-01, 3.186655926969442110e+00, 1.380392156862745266e-02
7.229999999999999760e-01, 3.192175497716371879e+00, 1.375000000000000007e-02
7.199999999999999734e-01, 3.186858190539942015e+00, 1.369649805447470739e-02
7.229999999999999760e-01, 3.192320037734063032e+00, 1.364341085271317949e-02
7.209999999999999742e-01, 3.187059081079100853e+00, 1.359073359073359119e-02
7.229999999999999760e-01, 3.192462484942496737e+00, 1.353846153846153914e-02
7.209999999999999742e-01, 3.187257810781920941e+00, 1.348659003831417617e-02
7.229999999999999760e-01, 3.192603034552164321e+00, 1.343511450381679358e-02
7.209999999999999742e-01, 3.187454715513555747e+00, 1.338403041825095112e-02
7.219999999999999751e-01, 3.192741605723504517e+00, 1.333333333333333419e-02
7.209999999999999742e-01, 3.187649477336496062e+00, 1.328301886792452972e-02
7.219999999999999751e-01, 3.192878282241097487e+00, 1.323308270676691774e-02
7.209999999999999742e-01, 3.187842201021746646e+00, 1.318352059925093599e-02
7.219999999999999751e-01, 3.193013050563735522e+00, 1.313432835820895622e-02
7.219999999999999751e-01, 3.188032764680528874e+00, 1.308550185873605907e-02
7.219999999999999751e-01, 3.193145953277495508e+00, 1.303703703703703795e-02
7.219999999999999751e-01, 3.188221194419696758e+00, 1.298892988929889296e-02
7.219999999999999751e-01, 3.193277001624784006e+00, 1.294117647058823546e-02
7.219999999999999751e-01, 3.188407445335858181e+00, 1.289377289377289550e-02
7.219999999999999751e-01, 3.193406225007192401e+00, 1.284671532846715439e-02
7.219999999999999751e-01, 3.188591522014730284e+00, 1.280000000000000061e-02
7.219999999999999751e-01, 3.193533643767755947e+00, 1.275362318840579830e-02
7.219999999999999751e-01, 3.188773409500809120e+00, 1.270758122743682363e-02
7.219999999999999751e-01, 3.193659284132876586e+00, 1.266187050359712275e-02
7.239999999999999769e-01, 3.188953109412012488e+00, 1.261648745519713261e-02
7.229999999999999760e-01, 3.193783170209617772e+00, 1.257142857142857194e-02
7.249999999999999778e-01, 3.189130619360049046e+00, 1.252669039145907527e-02
7.229999999999999760e-01, 3.193905328215207007e+00, 1.248226950354609961e-02
7.249999999999999778e-01, 3.189305943096671925e+00, 1.243816254416961302e-02
7.229999999999999760e-01, 3.194025784199197471e+00, 1.239436619718309839e-02
7.239999999999999769e-01, 3.189479084645410634e+00, 1.235087719298245783e-02
7.239999999999999769e-01, 3.194144565137583935e+00, 1.230769230769230768e-02
7.239999999999999769e-01, 3.189650050979389029e+00, 1.226480836236933797e-02
7.229999999999999760e-01, 3.194261698263544780e+00, 1.222222222222222286e-02
7.239999999999999769e-01, 3.189818850400098604e+00, 1.217993079584775082e-02
7.229999999999999760e-01, 3.194377211287726226e+00, 1.213793103448275977e-02
7.239999999999999769e-01, 3.189985493192237787e+00, 1.209621993127147840e-02
7.229999999999999760e-01, 3.194491132160879321e+00, 1.205479452054794565e-02
7.249999999999999778e-01, 3.190149991173258037e+00, 1.201365187713310592e-02
7.229999999999999760e-01, 3.194603489064233859e+00, 1.197278911564625924e-02
7.249999999999999778e-01, 3.190312357822207900e+00, 1.193220338983051049e-02
7.229999999999999760e-01, 3.194714310288196746e+00, 1.189189189189189186e-02
7.249999999999999778e-01, 3.190472608130907162e+00, 1.185185185185185126e-02
7.229999999999999760e-01, 3.194823624170675114e+00, 1.181208053691275295e-02
7.249999999999999778e-01, 3.190630758592051031e+00, 1.177257525083612137e-02
7.229999999999999760e-01, 3.194931459012767760e+00, 1.173333333333333520e-02
7.249999999999999778e-01, 3.190786827114778124e+00, 1.169435215946843833e-02
7.229999999999999760e-01, 3.195037843013425860e+00, 1.165562913907284767e-02
7.249999999999999778e-01, 3.190940832966675966e+00, 1.161716171617161765e-02
7.229999999999999760e-01, 3.195142804203837006e+00, 1.157894736842105324e-02
7.249999999999999778e-01, 3.191092796693419054e+00, 1.154098360655737843e-02
7.239999999999999769e-01, 3.195246370391263468e+00, 1.150326797385621026e-02
7.249999999999999778e-01, 3.191242740039817338e+00, 1.146579804560260603e-02
7.239999999999999769e-01, 3.195348569107840042e+00, 1.142857142857143030e-02
7.249999999999999778e-01, 3.191390685862280030e+00, 1.139158576051779899e-02
7.239999999999999769e-01, 3.195449427566350309e+00, 1.135483870967742004e-02
7.239999999999999769e-01, 3.191536658039114016e+00, 1.131832797427652880e-02
7.239999999999999769e-01, 3.195548972621739203e+00, 1.128205128205128291e-02
7.239999999999999769e-01, 3.191680681377683904e+00, 1.124600638977635812e-02
7.239999999999999769e-01, 3.195647230738501321e+00, 1.121019108280254736e-02
7.229999999999999760e-01, 3.191822781520841534e+00, 1.117460317460317563e-02
7.239999999999999769e-01, 3.195744227963364548e+00, 1.113924050632911396e-02
7.239999999999999769e-01, 3.191962984853375929e+00, 1.110410094637223968e-02
7.239999999999999769e-01, 3.195839989902959033e+00, 1.106918238993710724e-02
7.239999999999999769e-01, 3.192101318409867439e+00, 1.103448275862069054e-02
7.239999999999999769e-01, 3.195934541706005216e+00, 1.100000000000000110e-02
7.239999999999999769e-01, 3.192237809784727265e+00, 1.096573208722741513e-02
7.229999999999999760e-01, 3.196027908049623001e+00, 1.093167701863353991e-02
7.239999999999999769e-01, 3.192372487045290530e+00, 1.089783281733746299e-02
7.229999999999999760e-01, 3.196120113129343743e+00, 1.086419753086419714e-02
7.239999999999999769e-01, 3.192505378648544667e+00, 1.083076923076923236e-02
7.229999999999999760e-01, 3.196211180652424488e+00, 1.079754601226993842e-02
7.239999999999999769e-01, 3.192636513361962525e+00, 1.076452599388379172e-02
7.229999999999999760e-01, 3.196301133834097641e+00, 1.073170731707317332e-02
7.239999999999999769e-01, 3.192765920188773254e+00, 1.069908814589665656e-02
7.229999999999999760e-01, 3.196389995396394568e+00, 1.066666666666666805e-02
7.239999999999999769e-01, 3.192893628297882813e+00, 1.063444108761329304e-02
7.229999999999999760e-01, 3.196477787569219853e+00, 1.060240963855421659e-02
7.249999999999999778e-01, 3.193019666958564429e+00, 1.057057057057057305e-02
7.229999999999999760e-01, 3.196564532093370659e+00, 1.053892215568862263e-02
7.249999999999999778e-01, 3.193144065479950111e+00, 1.050746268656716463e-02
7.229999999999999760e-01, 3.196650250225226308e+00, 1.047619047619047748e-02
7.249999999999999778e-01, 3.193266853155271701e+00, 1.044510385756676658e-02
7.229999999999999760e-01, 3.196734962742855846e+00, 1.041420118343195506e-02
7.249999999999999778e-01, 3.193388059210797270e+00, 1.038348082595870123e-02
7.229999999999999760e-01, 3.196818689953319748e+00, 1.035294117647058906e-02
7.249999999999999778e-01, 3.193507712759298123e+00, 1.032258064516129031e-02
7.239999999999999769e-01, 3.196901451700953523e+00, 1.029239766081871399e-02
7.249999999999999778e-01, 3.193625842757913613e+00, 1.026239067055393847e-02
7.239999999999999769e-01, 3.196983267376466209e+00, 1.023255813953488289e-02
7.249999999999999778e-01, 3.193742477970209048e+00, 1.020289855072463794e-02
7.239999999999999769e-01, 3.197064155926681916e+00, 1.017341040462427758e-02
7.249999999999999778e-01, 3.193857646932251715e+00, 1.014409221902017391e-02
7.239999999999999769e-01, 3.197144135864780523e+00, 1.011494252873563343e-02
7.249999999999999778e-01, 3.193971377922472321e+00, 1.008595988538681966e-02
7.239999999999999769e-01, 3.197223225280934944e+00, 1.005714285714285824e-02
7.249999999999999778e-01, 3.194083698935124893e+00, 1.002849002849002906e-02
7.239999999999999769e-01, 3.197301441853201087e+00, 1.000000000000000021e-02
7.249999999999999778e-01, 3.194194637657096436e+00, 9.971671388101984237e-03
7.239999999999999769e-01, 3.197378802858613867e+00, 9.943502824858755848e-03
7.249999999999999778e-01, 3.194304221447903824e+00, 9.915492957746479055e-03
7.239999999999999769e-01, 3.197455325184360486e+00, 9.887640449438203291e-03
7.249999999999999778e-01, 3.194412477322633226e+00, 9.859943977591037120e-03
7.239999999999999769e-01, 3.197531025339018562e+00, 9.832402234636872934e-03
7.249999999999999778e-01, 3.194519431937627552e+00, 9.805013927576601909e-03
7.239999999999999769e-01, 3.197605919463754276e+00, 9.777777777777779331e-03
7.249999999999999778e-01, 3.194625111578754062e+00, 9.750692520775624053e-03
7.239999999999999769e-01, 3.197680023343460576e+00, 9.723756906077348633e-03
7.249999999999999778e-01, 3.194729542152032309e+00, 9.696969696969696961e-03
7.239999999999999769e-01, 3.197753352417805672e+00, 9.670329670329672056e-03
7.249999999999999778e-01, 3.194832749176495401e+00, 9.643835616438356864e-03
7.239999999999999769e-01, 3.197825921792142534e+00, 9.617486338797814199e-03
7.249999999999999778e-01, 3.194934757779064327e+00, 9.591280653950953056e-03
7.239999999999999769e-01, 3.197897746248267836e+00, 9.565217391304347422e-03
7.239999999999999769e-01, 3.195035592691351400e+00, 9.539295392953931266e-03
7.239999999999999769e-01, 3.197968840255017042e+00, 9.513513513513514180e-03
7.229999999999999760e-01, 3.195135278248180999e+00, 9.487870619946091669e-03
7.229999999999999760e-01, 3.198039217978684956e+00, 9.462365591397849454e-03
7.229999999999999760e-01, 3.195233838387754766e+00, 9.436997319034853143e-03
7.209999999999999742e-01, 3.198108893293258870e+00, 9.411764705882353851e-03
7.229999999999999760e-01, 3.195331296653316944e+00, 9.386666666666668157e-03
7.209999999999999742e-01, 3.198177879790479849e+00, 9.361702127659575143e-03
7.229999999999999760e-01, 3.195427676196193723e+00, 9.336870026525199290e-03
7.209999999999999742e-01, 3.198246190789713062e+00, 9.312169312169311583e-03
7.229999999999999760e-01, 3.195522999780151086e+00, 9.287598944591029734e-03
7.209999999999999742e-01, 3.198313839347652898e+00, 9.263157894736842937e-03
7.229999999999999760e-01, 3.195617289786953918e+00, 9.238845144356955946e-03
7.209999999999999742e-01, 3.198380838267868231e+00, 9.214659685863874419e-03
7.229999999999999760e-01, 3.195710568223045112e+00, 9.190600522193210706e-03
7.209999999999999742e-01, 3.198447200110194011e+00, 9.166666666666668448e-03
7.229999999999999760e-01, 3.195802856727291363e+00, 9.142857142857143543e-03
7.209999999999999742e-01, 3.198512937199983863e+00, 9.119170984455958820e-03
7.229999999999999760e-01, 3.195894176579759716e+00, 9.095607235142119662e-03
7.209999999999999742e-01, 3.198578061637259218e+00, 9.072164948453607936e-03
7.229999999999999760e-01, 3.195984548711411133e+00, 9.048843187660669113e-03
7.209999999999999742e-01, 3.198642585305747410e+00, 9.025641025641026674e-03
7.229999999999999760e-01, 3.196073993714754202e+00, 9.002557544757034194e-03
7.209999999999999742e-01, 3.198706519881858501e+00, 8.979591836734693994e-03
7.229999999999999760e-01, 3.196162531855375910e+00, 8.956743002544528473e-03
7.209999999999999742e-01, 3.198769876843598592e+00, 8.934010152284265968e-03
7.219999999999999751e-01, 3.196250183084356600e+00, 8.911392405063292554e-03
7.209999999999999742e-01, 3.198832667479480474e+00, 8.888888888888888881e-03
7.219999999999999751e-01, 3.196336967051555789e+00, 8.866498740554156627e-03
7.209999999999999742e-01, 3.198894902897418291e+00, 8.844221105527638044e-03
7.219999999999999751e-01, 3.196422903119768399e+00, 8.822055137844612982e-03
7.209999999999999742e-01, 3.198956594033685263e+00, 8.800000000000000530e-03
7.219999999999999751e-01, 3.196508010379778941e+00, 8.778054862842893033e-03
7.209999999999999742e-01, 3.199017751661928699e+00, 8.756218905472637482e-03
7.219999999999999751e-01, 3.196592307666310528e+00, 8.734491315136476419e-03
7.209999999999999742e-01, 3.199078386402303575e+00, 8.712871287128713671e-03
7.219999999999999751e-01, 3.196675813574935798e+00, 8.691358024691358056e-03
7.209999999999999742e-01, 3.199138508730766439e+00, 8.669950738916257227e-03
7.219999999999999751e-01, 3.196758546479966157e+00, 8.648648648648648782e-03
7.209999999999999742e-01, 3.199198128988560264e+00, 8.627450980392156396e-03
7.219999999999999751e-01, 3.196840524553397511e+00, 8.606356968215159858e-03
7.209999999999999742e-01, 3.199257257391950215e+00, 8.585365853658537272e-03
7.219999999999999751e-01, 3.196921765784987546e+00, 8.564476885644769014e-03
7.209999999999999742e-01, 3.199315904042263625e+00, 8.543689320388349676e-03
7.219999999999999751e-01, 3.197002288003508497e+00, 8.523002421307506252e-03
7.209999999999999742e-01, 3.199374078936295884e+00, 8.502415458937200021e-03
7.219999999999999751e-01, 3.197082108899339747e+00, 8.481927710843373963e-03
7.209999999999999742e-01, 3.199431791977131567e+00, 8.461538461538461314e-03
7.219999999999999751e-01, 3.197161246048437988e+00, 8.441247002398082414e-03
7.209999999999999742e-01, 3.199489052985475368e+00, 8.421052631578947179e-03
7.219999999999999751e-01, 3.197239716937883003e+00, 8.400954653937949337e-03
7.209999999999999742e-01, 3.199545871711556799e+00, 8.380952380952381292e-03
7.219999999999999751e-01, 3.197317538993107000e+00, 8.361045130641330328e-03
7.209999999999999742e-01, 3.199602257847695697e+00, 8.341232227488152087e-03
7.219999999999999751e-01, 3.197394729606977570e+00, 8.321513002364066408e-03
7.209999999999999742e-01, 3.199658221041637329e+00, 8.301886792452830427e-03
7.219999999999999751e-01, 3.197471306170921679e+00, 8.282352941176471597e-03
7.209999999999999742e-01, 3.199713770910754818e+00, 8.262910798122066747e-03
7.219999999999999751e-01, 3.197547286108313624e+00, 8.243559718969555028e-03
7.209999999999999742e-01, 3.199768917057231210e+00, 8.224299065420560481e-03
7.219999999999999751e-01, 3.197622686910331247e+00, 8.205128205128205121e-03
7.209999999999999742e-01, 3.199823669084384647e+00, 8.186046511627907349e-03
7.219999999999999751e-01, 3.197697526174541061e+00, 8.167053364269141399e-03
7.209999999999999742e-01, 3.199878036614240973e+00, 8.148148148148149153e-03
7.219999999999999751e-01, 3.197771821646500534e+00, 8.129330254041569614e-03
7.209999999999999742e-01, 3.199932029306558068e+00, 8.110599078341013818e-03
7.209999999999999742e-01, 3.197845591264657283e+00, 8.091954022988507092e-03
7.209999999999999742e-01, 3.199985656879468898e+00, 8.073394495412843791e-03
7.209999999999999742e-01, 3.197918853208896905e+00, 8.054919908466819795e-03
7.209999999999999742e-01, 3.200038929131939103e+00, 8.036529680365297676e-03
7.209999999999999742e-01, 3.197991625953058303e+00, 8.018223234624146170e-03
